@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithoutNans50

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute fragC numeric
@attribute IC5 numeric
@attribute SIC5 numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
1527.717733,0.187942,1.056088,1.059574,0.903156,0.880629,15.994921,5.577798,119.04,4.882045,0.883858,6.721394,1307,1
3025.0858,0.889153,1.136837,0,0,0.374879,34.970855,3.933992,11.08,2.128213,0.492422,12.796129,185,1
2994.487534,2.693708,0.98207,1.645455,1.428203,0.921251,31.972073,3.982382,282.12,5.410417,0.88878,8.105645,4854,1
1993.62746,0.376136,0.903182,0.943796,1.022824,0.961396,15.997952,5.303083,340.09,5.679253,0.965425,8.155509,5043,1
2137.520793,-0.094374,0.987767,0.784219,0.631337,0.685995,34.96938,6.087627,170.04,4.775102,0.879998,7.561269,1188,1
2792.140541,-0.747808,1.378823,1.206145,1.042692,0.800878,31.972073,3.934889,164.11,5.289091,0.899101,7.884016,3224,1
2751.287896,3.423508,0.978481,1.054841,0.907738,0.945812,16.002978,4.407583,164.14,5.702727,0.933569,6.771871,2932,1
2057.222514,0.661031,0.997009,0.985952,0.788627,1.057558,18.998408,4.980687,198.05,5.324863,0.916917,6.717946,1489,1
1962.261967,-0.756823,1.012816,1.052651,1.114254,0.966597,19.000136,4.004938,212.06,5.126814,0.886783,7.185471,2602,1
1892.179502,-0.585442,1.083508,0.990396,0.889521,1.005285,15.996931,4.473677,184.03,5.266843,0.902956,6.039213,1392,1
2627.594136,-0.34207,1.105786,0.83998,0.825777,0.98996,31.973791,3.89052,144.12,5.169548,0.946902,9.682795,2071,1
7767.051422,1.103567,0.886592,0.977256,1.112961,0.942316,31.972833,4.98892,86.34,5.294238,0.700088,6.702291,410000038480,1
3179.478394,-1.126329,0.975692,0.92823,1.079202,0.983674,31.972073,4.686584,385.1,5.692363,0.916725,7.773095,6548,1
10712.160797,0.158455,0.885704,0.859913,0.531572,1.034853,78.919434,5.812323,114.05,4.771143,0.937824,12.409274,988,1
2354.623245,-0.737975,1.012182,0.962312,0.994334,0.987128,19.00061,4.09331,331.06,5.105,0.844584,7.200659,4166,1
2564.701962,-0.213296,1.00398,0.948686,0.753804,0.991139,15.999309,4.554574,268.05,5.244445,0.83939,6.595894,5214,1
4637.498408,-0.217764,0.700257,0.727496,0.600473,0.754227,34.970857,2.729,88.07,4.785401,0.824024,8.430196,55000001945,1
1224.565135,-1.615792,1.218521,0.838019,0.904072,1.026249,15.995923,5.301999,46.05,4.028639,0.791876,6.269051,391,1
3750.933805,-0.709486,0.862699,0.978186,0.767235,1.235126,31.975078,4.882962,261.19,5.359811,0.935734,10.849097,4350,1
2113.399186,-1.415516,0.949598,1.067921,0.995481,0.984229,16.001672,3.895305,91.09,4.824863,0.830819,7.467393,2290,1
4645.086621,-1.375038,0.956187,1.014849,1.110858,1.142256,16.006082,4.276935,718.16,6.295463,0.900808,6.901197,17129,1
2504.116587,-0.233542,1.040846,0.816612,0.809276,0.9506,34.969381,6.132805,205.03,4.82218,0.834091,7.094296,2177,1
1322.937634,-4.174146,0.976087,1.238014,1.034083,1.039343,16.001953,4.119462,139.08,4.73387,0.89565,9.437262,1652,1
1986.712843,0.908112,0.781745,1.20803,1.284305,1.009104,18.998408,4.533531,277.08,5.260847,0.918457,7.569341,2006,1
8086.12325,1.14691,0.91342,0.867821,1.034107,0.91152,34.969862,4.440634,2000.35,7.062986,0.946853,8.224035,52810,1
2582.766767,0.188674,1.007274,1.043887,0.958821,1.130875,31.973074,3.609237,154.14,5.314075,0.967629,10.067584,2560,1
3565.302953,1.209124,0.869239,0.945361,1.112873,0.897935,31.973076,4.84765,412.19,5.793429,0.945205,9.201923,7383,1
1772.886041,-1.488507,1.156391,0.975496,1.050639,0.666744,31.972072,3.486035,58.09,4.60141,0.920282,8.97055,789,1
2813.373434,-0.361911,1.11614,0.800136,1.005443,1.103736,31.974075,4.903762,212.15,5.136249,0.952512,10.786243,2468,1
2644.855737,0.508112,0.709258,1.225033,1.369858,0.950759,34.970156,5.743756,104.03,4.972835,0.954579,8.245238,770,1
1127.615616,-0.665473,1.047582,1.043116,0.901472,0.893722,15.998264,4.820084,52.06,4.340662,0.876159,7.55199,501,1
2832.356131,-0.350078,0.818299,1.200412,1.467741,0.878835,31.972073,5.216211,219.08,5.071053,0.851677,7.035535,144000001188,1
